start,end,weight,travel_time,lat_start,lon_start,lat_end,lon_end
Alameda das Antas,Av. Aliados,37.51693344116211,438.0,41.16325378417969,-8.586267471313477,41.146934509277344,-8.611128807067871
Alameda das Antas,Av. D. Afonso Henriques,1664.0689697265625,480.0,41.16325378417969,-8.586267471313477,41.14480972290039,-8.610844612121582
Alameda das Antas,Av. Fernão Magalhães,2.7177839279174805,139.0,41.16325378417969,-8.586267471313477,41.15776062011719,-8.593809127807617
Alameda das Antas,Av. Fernão Magalhães - 24 de A,910.4307861328125,222.0,41.16325378417969,-8.586267471313477,41.15149688720703,-8.597432136535645
Alameda das Antas,Av. Fernão Magalhães - N-S,6050.7119140625,98.0,41.16325378417969,-8.586267471313477,41.16532516479492,-8.589031219482422
Alameda das Antas,Av. Fernão Magalhães N-S - Tún,95.36904907226562,104.0,41.16325378417969,-8.586267471313477,41.1648063659668,-8.589134216308594
Alameda das Antas,Av. Fernão de Magalhães - Fran,45.04029846191406,122.0,41.16325378417969,-8.586267471313477,41.16343307495117,-8.590073585510254
Alameda das Antas,Av. Rodrigues de Freitas,12.592082023620605,394.0,41.16325378417969,-8.586267471313477,41.145782470703125,-8.600481033325195
Alameda das Antas,Av. Rodrigues de Freitas - S. ,107.9507064819336,417.0,41.16325378417969,-8.586267471313477,41.14564514160156,-8.602293968200684
Alameda das Antas,Av.Boavista - E-O,17.5902042388916,678.0,41.16325378417969,-8.586267471313477,41.16743087768555,-8.685492515563965
Alameda das Antas,Av.Boavista - O-E,1147.326416015625,749.0,41.16325378417969,-8.586267471313477,41.16744613647461,-8.686433792114258
Alameda das Antas,Av.Boavista O-E - Nevogilde,30.481908798217773,711.0,41.16325378417969,-8.586267471313477,41.16703796386719,-8.683982849121094
Alameda das Antas,Av.Sidónio Pais - Cruzamento -,6480.43408203125,481.0,41.16325378417969,-8.586267471313477,41.16384506225586,-8.634815216064453
Alameda das Antas,Av.Sidónio Pais O-E - Rotunda,848.3406372070312,402.0,41.16325378417969,-8.586267471313477,41.164546966552734,-8.638126373291016
Alameda das Antas,Av.Sidónio Pais O-E - Túnel,1748.2218017578125,392.0,41.16325378417969,-8.586267471313477,41.16460037231445,-8.63812255859375
Alameda das Antas,Avenida do Bessa,54478.82421875,425.0,41.16325378417969,-8.586267471313477,41.165714263916016,-8.645968437194824
Alameda das Antas,Lg. Lóios,200.4783477783203,552.0,41.16325378417969,-8.586267471313477,41.14530563354492,-8.612006187438965
Alameda das Antas,Ponte Infante D. Henrique S-N,1754.057373046875,490.0,41.16325378417969,-8.586267471313477,41.14176559448242,-8.601802825927734
Alameda das Antas,R. 5 de Outubro,12190.708984375,440.0,41.16325378417969,-8.586267471313477,41.16306686401367,-8.633369445800781
Alameda das Antas,R. Alegria,27.909427642822266,353.0,41.16325378417969,-8.586267471313477,41.14897537231445,-8.60405158996582
Alameda das Antas,R. Antero Quental - Constituiç,169.54452514648438,257.0,41.16325378417969,-8.586267471313477,41.16249084472656,-8.611223220825195
Alameda das Antas,R. Antero Quental - Constituiç,7.377062797546387,267.0,41.16325378417969,-8.586267471313477,41.161956787109375,-8.611274719238281
Alameda das Antas,R. Antero Quental - Damião de ,372.942138671875,289.0,41.16325378417969,-8.586267471313477,41.16144943237305,-8.611431121826172
Alameda das Antas,R. Antero Quental - Damião de ,13.063188552856445,286.0,41.16325378417969,-8.586267471313477,41.160728454589844,-8.611552238464355
Alameda das Antas,R. Antero Quental - Vale Formo,212.58160400390625,261.0,41.16325378417969,-8.586267471313477,41.163822174072266,-8.611062049865723
Alameda das Antas,R. Antero Quental - Vale Formo,10.961775779724121,252.0,41.16325378417969,-8.586267471313477,41.16310119628906,-8.611053466796875
Alameda das Antas,R. Aníbal Cunha - S-N,561.3881225585938,517.0,41.16325378417969,-8.586267471313477,41.15305709838867,-8.620935440063477
Alameda das Antas,R. Boavista,1331.643310546875,362.0,41.16325378417969,-8.586267471313477,41.15538787841797,-8.613851547241211
Alameda das Antas,R. Camões - S-N,522.95703125,323.0,41.16325378417969,-8.586267471313477,41.15495681762695,-8.610015869140625
Alameda das Antas,R. Carlos Malheiro Dias,121.41068267822266,89.0,41.16325378417969,-8.586267471313477,41.16059494018555,-8.593256950378418
Alameda das Antas,R. Clemente Meneres,7.943192005157471,475.0,41.16325378417969,-8.586267471313477,41.147918701171875,-8.619733810424805
Alameda das Antas,R. Clube dos Fenianos,1203.7391357421875,381.0,41.16325378417969,-8.586267471313477,41.15011978149414,-8.611092567443848
Alameda das Antas,R. Constituição - Faria Guimar,12224.0751953125,196.0,41.16325378417969,-8.586267471313477,41.162071228027344,-8.60584831237793
Alameda das Antas,R. Constituição - R.São Brás,374.2823181152344,211.0,41.16325378417969,-8.586267471313477,41.162254333496094,-8.607598304748535
Alameda das Antas,R. D.Manuel II - O-E,565.2889404296875,500.0,41.16325378417969,-8.586267471313477,41.147579193115234,-8.622100830078125
Alameda das Antas,R. Faria Guimarães - Constitui,40.27210998535156,211.0,41.16325378417969,-8.586267471313477,41.162452697753906,-8.60675048828125
Alameda das Antas,R. Fernandes Tomás - Drt.,16.44414520263672,341.0,41.16325378417969,-8.586267471313477,41.14954376220703,-8.604632377624512
Alameda das Antas,R. Fernandes Tomás - Esq.,13.494205474853516,341.0,41.16325378417969,-8.586267471313477,41.14950180053711,-8.604592323303223
Alameda das Antas,R. Fonseca Cardoso,44.864742279052734,368.0,41.16325378417969,-8.586267471313477,41.155921936035156,-8.609288215637207
Alameda das Antas,R. Fontainhas,1648.3525390625,500.0,41.16325378417969,-8.586267471313477,41.144222259521484,-8.602591514587402
Alameda das Antas,R. Formosa - Esq.,18.722383499145508,417.0,41.16325378417969,-8.586267471313477,41.148197174072266,-8.60582447052002
Alameda das Antas,R. General Sousa Dias,266.87860107421875,463.0,41.16325378417969,-8.586267471313477,41.14255905151367,-8.605868339538574
Alameda das Antas,R. Gonçalo Cristóvão,58.8494873046875,388.0,41.16325378417969,-8.586267471313477,41.15360641479492,-8.608652114868164
Alameda das Antas,R. Heroísmo - Soares dos Reis,29.11928367614746,398.0,41.16325378417969,-8.586267471313477,41.14606475830078,-8.594999313354492
Alameda das Antas,R. Heróis e dos Mártires de An,1688.69189453125,363.0,41.16325378417969,-8.586267471313477,41.15150451660156,-8.610370635986328
Alameda das Antas,R. Júlio Dinis - S-N,1.742160439491272,600.0,41.16325378417969,-8.586267471313477,41.15325164794922,-8.626354217529297
Alameda das Antas,R. Júlio Dinis N-S - Praça da ,4432.09033203125,579.0,41.16325378417969,-8.586267471313477,41.1517448425293,-8.625978469848633
Alameda das Antas,R. Mártires da Liberdade,12.984539031982422,489.0,41.16325378417969,-8.586267471313477,41.153324127197266,-8.6134614944458
Alameda das Antas,R. N. S. De Fátima,19.97047996520996,451.0,41.16325378417969,-8.586267471313477,41.159549713134766,-8.625516891479492
Alameda das Antas,R. Passos Manuel,49.8585319519043,413.0,41.16325378417969,-8.586267471313477,41.14711380004883,-8.607211112976074
Alameda das Antas,R. Restauração,59.35774230957031,523.0,41.16325378417969,-8.586267471313477,41.14595413208008,-8.620506286621094
Alameda das Antas,R. Rosário,8.35293197631836,521.0,41.16325378417969,-8.586267471313477,41.150142669677734,-8.620986938476562
Alameda das Antas,R. S.Filipe de Nery - Praça,657.475830078125,607.0,41.16325378417969,-8.586267471313477,41.14582824707031,-8.61467170715332
Alameda das Antas,R. Sampaio Bruno,11445.6123046875,478.0,41.16325378417969,-8.586267471313477,41.1465950012207,-8.609743118286133
Alameda das Antas,R. Santo Ildefonso - Coelho Ne,7.408732891082764,328.0,41.16325378417969,-8.586267471313477,41.1472282409668,-8.601540565490723
Alameda das Antas,R. Santo Ildefonso - D.João IV,230.9829559326172,345.0,41.16325378417969,-8.586267471313477,41.14691925048828,-8.602424621582031
Alameda das Antas,R. Saraiva de Carvalho - E-O,17.438556671142578,466.0,41.16325378417969,-8.586267471313477,41.1431999206543,-8.608657836914062
Alameda das Antas,R. Sá da Bandeira - Formosa,171.84170532226562,439.0,41.16325378417969,-8.586267471313477,41.14776611328125,-8.60842514038086
Alameda das Antas,R. Tenente Valadim,95436.671875,515.0,41.16325378417969,-8.586267471313477,41.16366958618164,-8.637436866760254
Alameda das Antas,R.Arq.Cassiano Barbosa - E-O,128.99375915527344,442.0,41.16325378417969,-8.586267471313477,41.166160583496094,-8.648438453674316
Alameda das Antas,R.Arq.Cassiano Barbosa - O-E,395.8623352050781,445.0,41.16325378417969,-8.586267471313477,41.166141510009766,-8.648805618286133
Alameda das Antas,R.Campo Alegre - FCUP,61.21034622192383,629.0,41.16325378417969,-8.586267471313477,41.15250015258789,-8.634123802185059
Alameda das Antas,R.Campo Alegre O-E - Massarelo,1274.8470458984375,545.0,41.16325378417969,-8.586267471313477,41.152626037597656,-8.632211685180664
Alameda das Antas,R.Prof.Mota Pinto - O-E,46.078792572021484,455.0,41.16325378417969,-8.586267471313477,41.16675567626953,-8.65267562866211
Alameda das Antas,Rua de João Pedro Ribeiro - An,988.9852905273438,293.0,41.16325378417969,-8.586267471313477,41.161705017089844,-8.610963821411133
Alameda das Antas,Rua de João Pedro Ribeiro - Sã,232.30992126464844,265.0,41.16325378417969,-8.586267471313477,41.161380767822266,-8.609190940856934
Alameda das Antas,Rua do Campinho,27.680173873901367,389.0,41.16325378417969,-8.586267471313477,41.14593505859375,-8.604814529418945
Alameda das Antas,Túnel das Antas II,131.85836791992188,169.0,41.16325378417969,-8.586267471313477,41.162559509277344,-8.585099220275879
Alameda das Antas,Túnel dos Almadas - Saída,52.1573486328125,488.0,41.16325378417969,-8.586267471313477,41.147499084472656,-8.62113094329834
Alameda das Antas,Via Panorâmica,4482.14990234375,522.0,41.16325378417969,-8.586267471313477,41.151065826416016,-8.63381290435791
Alameda das Antas,Via Panorâmica - Faixa BUS,384.2333068847656,522.0,41.16325378417969,-8.586267471313477,41.15109634399414,-8.633818626403809
Av. Aliados,Alameda das Antas,40.385780334472656,452.0,41.146934509277344,-8.611128807067871,41.16325378417969,-8.586267471313477
Av. Aliados,Av. D. Afonso Henriques,1252.6287841796875,198.0,41.146934509277344,-8.611128807067871,41.14480972290039,-8.610844612121582
Av. Aliados,Av. Fernão Magalhães,46.11951446533203,318.0,41.146934509277344,-8.611128807067871,41.15776062011719,-8.593809127807617
Av. Aliados,Av. Fernão Magalhães - 24 de A,658.274658203125,243.0,41.146934509277344,-8.611128807067871,41.15149688720703,-8.597432136535645
Av. Aliados,Av. Fernão Magalhães - N-S,5316.7587890625,402.0,41.146934509277344,-8.611128807067871,41.16532516479492,-8.589031219482422
Av. Aliados,Av. Fernão Magalhães N-S - Tún,231.2117156982422,408.0,41.146934509277344,-8.611128807067871,41.1648063659668,-8.589134216308594
Av. Aliados,Av. Fernão de Magalhães - Fran,144.706298828125,373.0,41.146934509277344,-8.611128807067871,41.16343307495117,-8.590073585510254
Av. Aliados,Av. Rodrigues de Freitas,66.8233413696289,219.0,41.146934509277344,-8.611128807067871,41.145782470703125,-8.600481033325195
Av. Aliados,Av. Rodrigues de Freitas - S. ,237.59603881835938,242.0,41.146934509277344,-8.611128807067871,41.14564514160156,-8.602293968200684
Av. Aliados,Av.Boavista - E-O,100.87974548339844,827.0,41.146934509277344,-8.611128807067871,41.16743087768555,-8.685492515563965
Av. Aliados,Av.Boavista - O-E,826.1722412109375,898.0,41.146934509277344,-8.611128807067871,41.16744613647461,-8.686433792114258
Av. Aliados,Av.Boavista O-E - Nevogilde,12.97657299041748,860.0,41.146934509277344,-8.611128807067871,41.16703796386719,-8.683982849121094
Av. Aliados,Av.Sidónio Pais - Cruzamento -,5699.0419921875,483.0,41.146934509277344,-8.611128807067871,41.16384506225586,-8.634815216064453
Av. Aliados,Av.Sidónio Pais O-E - Rotunda,595.4458618164062,511.0,41.146934509277344,-8.611128807067871,41.164546966552734,-8.638126373291016
Av. Aliados,Av.Sidónio Pais O-E - Túnel,1345.974853515625,468.0,41.146934509277344,-8.611128807067871,41.16460037231445,-8.63812255859375
Av. Aliados,Avenida do Bessa,49826.57421875,534.0,41.146934509277344,-8.611128807067871,41.165714263916016,-8.645968437194824
Av. Aliados,Lg. Lóios,72.66011047363281,276.0,41.146934509277344,-8.611128807067871,41.14530563354492,-8.612006187438965
Av. Aliados,Ponte Infante D. Henrique S-N,1334.1319580078125,263.0,41.146934509277344,-8.611128807067871,41.14176559448242,-8.601802825927734
Av. Aliados,R. 5 de Outubro,11131.0302734375,442.0,41.146934509277344,-8.611128807067871,41.16306686401367,-8.633369445800781
Av. Aliados,R. Alegria,87.64595031738281,207.0,41.146934509277344,-8.611128807067871,41.14897537231445,-8.60405158996582
Av. Aliados,R. Antero Quental - Constituiç,78.20145416259766,271.0,41.146934509277344,-8.611128807067871,41.16249084472656,-8.611223220825195
Av. Aliados,R. Antero Quental - Constituiç,29.304784774780273,262.0,41.146934509277344,-8.611128807067871,41.161956787109375,-8.611274719238281
Av. Aliados,R. Antero Quental - Damião de ,213.16004943847656,239.0,41.146934509277344,-8.611128807067871,41.16144943237305,-8.611431121826172
Av. Aliados,R. Antero Quental - Damião de ,73.24137878417969,222.0,41.146934509277344,-8.611128807067871,41.160728454589844,-8.611552238464355
Av. Aliados,R. Antero Quental - Vale Formo,92.7231216430664,263.0,41.146934509277344,-8.611128807067871,41.163822174072266,-8.611062049865723
Av. Aliados,R. Antero Quental - Vale Formo,27.79346466064453,254.0,41.146934509277344,-8.611128807067871,41.16310119628906,-8.611053466796875
